wanikani	word	reading	sense 1	sense 2	sense 3	url
18	正座	せいざ	seiza, kneeling with the tops of the feet flat on the floor, and sitting on the soles			http://jisho.org/word/%E6%AD%A3%E5%BA%A7
18	証明書	しょうめいしょ	certificate, credentials, testimonial			http://jisho.org/word/%E8%A8%BC%E6%98%8E%E6%9B%B8
18	手荷物	てにもつ	hand luggage, hand baggage			http://jisho.org/word/%E6%89%8B%E8%8D%B7%E7%89%A9
18	切り取る	きりとる	to cut off, to excise, to tear off, to cut out, to whittle down, to tear out, to cut down, to amputate			http://jisho.org/word/%E5%88%87%E3%82%8A%E5%8F%96%E3%82%8B
18	借用	しゃくよう	borrowing, loan			http://jisho.org/word/%E5%80%9F%E7%94%A8
18	書き入れる	かきいれる	to write in			http://jisho.org/word/%E6%9B%B8%E3%81%8D%E5%85%A5%E3%82%8C%E3%82%8B
18	洗車	せんしゃ	car washing			http://jisho.org/word/%E6%B4%97%E8%BB%8A
18	お守り	おまもり	charm, amulet	Amulet		http://jisho.org/word/%E3%81%8A%E5%AE%88%E3%82%8A
18	脳みそ	のうみそ	brains, brain tissue			http://jisho.org/word/%E8%84%B3%E3%81%BF%E3%81%9D
18	辞書形	じしょけい	dictionary form			http://jisho.org/word/%E8%BE%9E%E6%9B%B8%E5%BD%A2
18	達	たち	pluralizing suffix (esp. for people and animals; formerly honorific)			http://jisho.org/word/%E9%81%94
18	焼き鳥	やきとり	yakitori, chicken pieces (or sometimes beef or pork offal) grilled on a skewer	grilled and skewered bird (esp. sparrow)	failing to win a single hand during a half-game	http://jisho.org/word/%E7%84%BC%E3%81%8D%E9%B3%A5
18	僧院	そういん	monastery, temple	Monastery		http://jisho.org/word/%E5%83%A7%E9%99%A2
18	黒煙	こくえん	black smoke			http://jisho.org/word/%E9%BB%92%E7%85%99
18	祈願	きがん	prayer (for something), supplication			http://jisho.org/word/%E7%A5%88%E9%A1%98
18	祈念	きねん	prayer			http://jisho.org/word/%E7%A5%88%E5%BF%B5
18	禁句	きんく	taboo word			http://jisho.org/word/%E7%A6%81%E5%8F%A5
18	訓読み	くんよみ	kun reading, kun'yomi, native Japanese reading of a Chinese character			http://jisho.org/word/%E8%A8%93%E8%AA%AD%E3%81%BF
18	禅僧	ぜんそう	Zen priest			http://jisho.org/word/%E7%A6%85%E5%83%A7
18	洗脳	せんのう	brainwashing			http://jisho.org/word/%E6%B4%97%E8%84%B3
18	公告	こうこく	public announcement, official notice			http://jisho.org/word/%E5%85%AC%E5%91%8A
18	関西弁	かんさいべん	Kansai dialect			http://jisho.org/word/%E9%96%A2%E8%A5%BF%E5%BC%81
18	等号	とうごう	equals sign, equality sign	Equals sign		http://jisho.org/word/%E7%AD%89%E5%8F%B7
18	仏僧	ぶっそう	Buddhist priest	Bussou		http://jisho.org/word/%E4%BB%8F%E5%83%A7
18	お笑い	おわらい	comical (story, song), comic	the comedy business (rakugo, manzai, etc.)	something laughable	http://jisho.org/word/%E3%81%8A%E7%AC%91%E3%81%84
18	可分	かぶん	divisible, separable			http://jisho.org/word/%E5%8F%AF%E5%88%86
18	大阪弁	おおさかべん	Osaka dialect			http://jisho.org/word/%E5%A4%A7%E9%98%AA%E5%BC%81
18	不等	ふとう	inequality, disparity			http://jisho.org/word/%E4%B8%8D%E7%AD%89
19	悲しみ	かなしみ	sadness, sorrow, grief	affection, love	Sadness	http://jisho.org/word/%E6%82%B2%E3%81%97%E3%81%BF
19	原子力	げんしりょく	atomic energy, nuclear power	Nuclear power		http://jisho.org/word/%E5%8E%9F%E5%AD%90%E5%8A%9B
19	警察署	けいさつしょ	police station	Police station		http://jisho.org/word/%E8%AD%A6%E5%AF%9F%E7%BD%B2
19	履歴書	りれきしょ	personal history, curriculum vitae, resume	Curriculum vitae		http://jisho.org/word/%E5%B1%A5%E6%AD%B4%E6%9B%B8
19	無意識	むいしき	unconsciousness	unconscious, involuntary, automatic, mechanical, unintentional, spontaneous	the unconscious (psychoanalysis)	http://jisho.org/word/%E7%84%A1%E6%84%8F%E8%AD%98
19	歌詞	かし	song lyrics, words of a song, libretto	Lyrics		http://jisho.org/word/%E6%AD%8C%E8%A9%9E
19	非常口	ひじょうぐち	emergency exit	Emergency exit		http://jisho.org/word/%E9%9D%9E%E5%B8%B8%E5%8F%A3
19	品詞	ひんし	part of speech	Part of speech		http://jisho.org/word/%E5%93%81%E8%A9%9E
19	若者	わかもの	young person, youngster, young people, (the) youth			http://jisho.org/word/%E8%8B%A5%E8%80%85
19	連れる	つれる	to take (someone) with one, to bring along, to go with, to be accompanied by			http://jisho.org/word/%E9%80%A3%E3%82%8C%E3%82%8B
19	得	とく	profit, advantage, benefit, gain	rebirth in paradise, entering nirvana		http://jisho.org/word/%E5%BE%97
19	容疑	ようぎ	suspicion, charge			http://jisho.org/word/%E5%AE%B9%E7%96%91
19	説明書	せつめいしょ	(printed) instructions, manual, explanatory leaflet (pamphlet, note), description			http://jisho.org/word/%E8%AA%AC%E6%98%8E%E6%9B%B8
19	暴走	ぼうそう	acting rashly, running wildly, behaving recklessly, reckless driving, rampage	runaway (process)	reckless baserunning	http://jisho.org/word/%E6%9A%B4%E8%B5%B0
19	宙	ちゅう	space, air, midair	(from) memory, (by) heart		http://jisho.org/word/%E5%AE%99
19	善悪	ぜんあく	right and wrong, good and evil			http://jisho.org/word/%E5%96%84%E6%82%AA
19	汽笛	きてき	steam whistle			http://jisho.org/word/%E6%B1%BD%E7%AC%9B
19	猫舌	ねこじた	dislike of very hot food or drink, inability to take hot food, cat tongue			http://jisho.org/word/%E7%8C%AB%E8%88%8C
19	一冊	いっさつ	one copy (of a book, magazine, etc.), one volume			http://jisho.org/word/%E4%B8%80%E5%86%8A
19	二枚舌	にまいじた	double-dealing, duplicity, equivocation, double-tongued			http://jisho.org/word/%E4%BA%8C%E6%9E%9A%E8%88%8C
19	借財	しゃくざい	loan, debt, liability			http://jisho.org/word/%E5%80%9F%E8%B2%A1
19	財閥	ざいばつ	zaibatsu, financial conglomerate, industrial group	rich person	Zaibatsu	http://jisho.org/word/%E8%B2%A1%E9%96%A5
19	大失敗	だいしっぱい	massive failure, debacle, fiasco			http://jisho.org/word/%E5%A4%A7%E5%A4%B1%E6%95%97
19	若布	わかめ	wakame (species of edible brown seaweed, Undaria pinnatifida)	Wakame		http://jisho.org/word/%E8%8B%A5%E5%B8%83
19	信徒	しんと	layman, believer, adherent, follower, laity			http://jisho.org/word/%E4%BF%A1%E5%BE%92
19	順位	じゅんい	order, rank, position (e.g. in a race), precedence			http://jisho.org/word/%E9%A0%86%E4%BD%8D
19	別冊	べっさつ	separate volume, extra issue, supplement, additional volume, supplementary volume			http://jisho.org/word/%E5%88%A5%E5%86%8A
19	入団	にゅうだん	joining (a group, team, etc.), enrollment, enrolment			http://jisho.org/word/%E5%85%A5%E5%9B%A3
19	節句	せっく	seasonal festival			http://jisho.org/word/%E7%AF%80%E5%8F%A5
19	私財	しざい	private funds, own funds, private property			http://jisho.org/word/%E7%A7%81%E8%B2%A1
19	席順	せきじゅん	seating order			http://jisho.org/word/%E5%B8%AD%E9%A0%86
19	乱戦	らんせん	melee			http://jisho.org/word/%E4%B9%B1%E6%88%A6
19	減法	げんぽう	subtraction	Subtraction		http://jisho.org/word/%E6%B8%9B%E6%B3%95
19	昆布	こんぶ	kombu (usu. Saccharina japonica), konbu, kelp, any edible species from the family Laminariaceae	Kombu		http://jisho.org/word/%E6%98%86%E5%B8%83
19	年代順	ねんだいじゅん	chronological order			http://jisho.org/word/%E5%B9%B4%E4%BB%A3%E9%A0%86
19	五十音順	ごじゅうおんじゅん	standard gojūon syllabary order (aiueo, etc.)			http://jisho.org/word/%E4%BA%94%E5%8D%81%E9%9F%B3%E9%A0%86
19	乱交	らんこう	promiscuity, group sex			http://jisho.org/word/%E4%B9%B1%E4%BA%A4
19	仏教徒	ぶっきょうと	Buddhist			http://jisho.org/word/%E4%BB%8F%E6%95%99%E5%BE%92
20	悪夢	あくむ	nightmare, bad dream	Nightmare		http://jisho.org/word/%E6%82%AA%E5%A4%A2
20	防水	ぼうすい	waterproofing, making watertight	Waterproofing		http://jisho.org/word/%E9%98%B2%E6%B0%B4
20	人類学	じんるいがく	anthropology	Anthropology		http://jisho.org/word/%E4%BA%BA%E9%A1%9E%E5%AD%A6
20	嫌悪	けんお	disgust, hate, repugnance, loathing	Disgust		http://jisho.org/word/%E5%AB%8C%E6%82%AA
20	可能性	かのうせい	potentiality, likelihood, possibility, chance			http://jisho.org/word/%E5%8F%AF%E8%83%BD%E6%80%A7
20	有罪	ゆうざい	guilt, culpability			http://jisho.org/word/%E6%9C%89%E7%BD%AA
20	裕福	ゆうふく	wealthy, rich, affluent, well-off			http://jisho.org/word/%E8%A3%95%E7%A6%8F
20	災い	わざわい	disaster, calamity, misfortune, trouble, woes			http://jisho.org/word/%E7%81%BD%E3%81%84
20	妻子	さいし	wife and children	wife		http://jisho.org/word/%E5%A6%BB%E5%AD%90
20	嫌疑	けんぎ	suspicion			http://jisho.org/word/%E5%AB%8C%E7%96%91
20	実在	じつざい	actual existence, real existence, existing in real life			http://jisho.org/word/%E5%AE%9F%E5%9C%A8
20	水害	すいがい	water damage, flood disaster			http://jisho.org/word/%E6%B0%B4%E5%AE%B3
20	不可分	ふかぶん	atomic, indivisibility			http://jisho.org/word/%E4%B8%8D%E5%8F%AF%E5%88%86
20	個室	こしつ	single (room), room for one, one's own room, private room, private compartment	private room (in a restaurant, etc.), private dining room	(toilet) stall	http://jisho.org/word/%E5%80%8B%E5%AE%A4
20	立ち入り禁止	たちいりきんし	No Entry, No Trespassing, No Admittance, Off Limits, Keep Out, Keep Off	off-limits, restricted, forbidden		http://jisho.org/word/%E7%AB%8B%E3%81%A1%E5%85%A5%E3%82%8A%E7%A6%81%E6%AD%A2
20	無害	むがい	harmless			http://jisho.org/word/%E7%84%A1%E5%AE%B3
20	人たち	ひとたち	people			http://jisho.org/word/%E4%BA%BA%E3%81%9F%E3%81%A1
20	皿洗い	さらあらい	washing-up, dish-washing			http://jisho.org/word/%E7%9A%BF%E6%B4%97%E3%81%84
20	穴場	あなば	good place not many people know about, great little-known spot, good out-of-the-way place, well-kept secret, hidden gem of a place	betting booth (at a racecourse)		http://jisho.org/word/%E7%A9%B4%E5%A0%B4
20	借り手	かりて	borrower, debtor, tenant			http://jisho.org/word/%E5%80%9F%E3%82%8A%E6%89%8B
20	留守番電話	るすばんでんわ	answering machine, answer phone	Answering machine		http://jisho.org/word/%E7%95%99%E5%AE%88%E7%95%AA%E9%9B%BB%E8%A9%B1
20	一個	いっこ	piece, fragment, one (object)			http://jisho.org/word/%E4%B8%80%E5%80%8B
20	機	き	chance, opportunity	machine	aircraft	http://jisho.org/word/%E6%A9%9F
20	電子機器	でんしきき	electronic device, electronic equipment, electronics			http://jisho.org/word/%E9%9B%BB%E5%AD%90%E6%A9%9F%E5%99%A8
20	共犯者	きょうはんしゃ	accomplice, henchman			http://jisho.org/word/%E5%85%B1%E7%8A%AF%E8%80%85
20	お尻	おしり	bottom, buttocks			http://jisho.org/word/%E3%81%8A%E5%B0%BB
20	胸焼け	むねやけ	heartburn, sour stomach			http://jisho.org/word/%E8%83%B8%E7%84%BC%E3%81%91
20	一夫多妻	いっぷたさい	polygamy, polygyny			http://jisho.org/word/%E4%B8%80%E5%A4%AB%E5%A4%9A%E5%A6%BB
20	震度	しんど	seismic intensity	Seismic scale		http://jisho.org/word/%E9%9C%87%E5%BA%A6
20	余震	よしん	aftershock	Aftershock		http://jisho.org/word/%E4%BD%99%E9%9C%87
20	指圧	しあつ	shiatsu, acupressure, form of Japanese finger-pressure therapy	Shiatsu		http://jisho.org/word/%E6%8C%87%E5%9C%A7
20	震災	しんさい	earthquake disaster	Great Kanto Earthquake (1923)	Seismic hazard	http://jisho.org/word/%E9%9C%87%E7%81%BD
20	在留	ざいりゅう	residing (esp. abroad), staying, living			http://jisho.org/word/%E5%9C%A8%E7%95%99
20	在外	ざいがい	overseas, abroad			http://jisho.org/word/%E5%9C%A8%E5%A4%96
20	最後尾	さいこうび	end (e.g. of a line), tail end, rear, backmost part			http://jisho.org/word/%E6%9C%80%E5%BE%8C%E5%B0%BE
20	残余	ざんよ	remainder, the rest, residue			http://jisho.org/word/%E6%AE%8B%E4%BD%99
20	音訓	おんくん	kanji readings			http://jisho.org/word/%E9%9F%B3%E8%A8%93
20	弓矢	ゆみや	bow and arrow	weapon, arms		http://jisho.org/word/%E5%BC%93%E7%9F%A2
20	確かに	たしかに	surely, certainly			http://jisho.org/word/%E7%A2%BA%E3%81%8B%E3%81%AB
20	鼻の穴	はなのあな	nostril			http://jisho.org/word/%E9%BC%BB%E3%81%AE%E7%A9%B4
20	穴子	あなご	conger eel (esp. the common Japanese conger, Conger myriaster), garden eel			http://jisho.org/word/%E7%A9%B4%E5%AD%90
20	静々	しずしず	quietly, slowly, gracefully			http://jisho.org/word/%E9%9D%99%E3%80%85
21	人権	じんけん	human rights, civil liberties	Human rights		http://jisho.org/word/%E4%BA%BA%E6%A8%A9
21	検問	けんもん	inspection, examination, check	Inspection		http://jisho.org/word/%E6%A4%9C%E5%95%8F
21	口笛	くちぶえ	whistle (sound made with the lips)	Whistling		http://jisho.org/word/%E5%8F%A3%E7%AC%9B
21	警察官	けいさつかん	police officer, policeman, policewoman	Police officer		http://jisho.org/word/%E8%AD%A6%E5%AF%9F%E5%AE%98
21	容疑者	ようぎしゃ	suspect			http://jisho.org/word/%E5%AE%B9%E7%96%91%E8%80%85
21	参加者	さんかしゃ	participant, entrant, player, competitor			http://jisho.org/word/%E5%8F%82%E5%8A%A0%E8%80%85
21	増税	ぞうぜい	tax increase			http://jisho.org/word/%E5%A2%97%E7%A8%8E
21	自制	じせい	self control, self restraint			http://jisho.org/word/%E8%87%AA%E5%88%B6
21	暴力団	ぼうりょくだん	bōryokudan, gangster organization (organisation), crime syndicate, yakuza			http://jisho.org/word/%E6%9A%B4%E5%8A%9B%E5%9B%A3
21	総理	そうり	prime minister (as the head of a cabinet government), premier	leading, overseeing, leader, overseer, president		http://jisho.org/word/%E7%B7%8F%E7%90%86
21	企てる	くわだてる	to plan, to plot, to propose, to design, to intend, to contemplate	to attempt (e.g. suicide, murder), to undertake (e.g. business)	to stand on tip-toes	http://jisho.org/word/%E4%BC%81%E3%81%A6%E3%82%8B
21	無税	むぜい	duty-free, tax-free			http://jisho.org/word/%E7%84%A1%E7%A8%8E
21	大敵	たいてき	great rival, powerful enemy, archenemy			http://jisho.org/word/%E5%A4%A7%E6%95%B5
21	暴走族	ぼうそうぞく	young motorcycle-riding delinquents, bōsōzoku	Bōsōzoku		http://jisho.org/word/%E6%9A%B4%E8%B5%B0%E6%97%8F
21	宇宙人	うちゅうじん	space alien, alien, extraterrestrial being	Extraterrestrials in fiction		http://jisho.org/word/%E5%AE%87%E5%AE%99%E4%BA%BA
21	宇宙船	うちゅうせん	spaceship			http://jisho.org/word/%E5%AE%87%E5%AE%99%E8%88%B9
21	布地	ぬのじ	cloth, fabric			http://jisho.org/word/%E5%B8%83%E5%9C%B0
21	任意	にんい	optional, voluntary, arbitrary, random, discretionary, facultative, spontaneous, any	arbitrary	Arbitrariness	http://jisho.org/word/%E4%BB%BB%E6%84%8F
21	履物	はきもの	footwear, footgear, shoes	Footwear		http://jisho.org/word/%E5%B1%A5%E7%89%A9
21	いい加減にしろ	いいかげんにしろ	that's enough!, cut it out!, get a life!			http://jisho.org/word/%E3%81%84%E3%81%84%E5%8A%A0%E6%B8%9B%E3%81%AB%E3%81%97%E3%82%8D
21	公設	こうせつ	public (institution)			http://jisho.org/word/%E5%85%AC%E8%A8%AD
21	無敵	むてき	invincible, unrivaled, unrivalled, matchless, unbeatable, undefeatable			http://jisho.org/word/%E7%84%A1%E6%95%B5
21	固有名詞	こゆうめいし	proper noun			http://jisho.org/word/%E5%9B%BA%E6%9C%89%E5%90%8D%E8%A9%9E
21	岡山県	おかやまけん	Okayama Prefecture (Chūgoku area)	Okayama Prefecture	Okayama Prefecture	http://jisho.org/word/%E5%B2%A1%E5%B1%B1%E7%9C%8C
21	女権	じょけん	women's rights			http://jisho.org/word/%E5%A5%B3%E6%A8%A9
21	得体	えたい	nature, character			http://jisho.org/word/%E5%BE%97%E4%BD%93
22	罰金	ばっきん	fine, penalty	Fine (penalty)		http://jisho.org/word/%E7%BD%B0%E9%87%91
22	脱税	だつぜい	tax evasion	Tax noncompliance		http://jisho.org/word/%E8%84%B1%E7%A8%8E
22	高血圧	こうけつあつ	high blood pressure, hypertension	Hypertension		http://jisho.org/word/%E9%AB%98%E8%A1%80%E5%9C%A7
22	不可能	ふかのう	impossible			http://jisho.org/word/%E4%B8%8D%E5%8F%AF%E8%83%BD
22	支援	しえん	support, backing, aid, assistance			http://jisho.org/word/%E6%94%AF%E6%8F%B4
22	脱走	だっそう	escape, flight, breakout, fleeing, desertion			http://jisho.org/word/%E8%84%B1%E8%B5%B0
22	被害者	ひがいしゃ	victim, injured party, sufferer			http://jisho.org/word/%E8%A2%AB%E5%AE%B3%E8%80%85
22	圧倒	あっとう	to overwhelm (e.g. an opponent), to overpower, to crush, to defeat completely	to overwhelm (someone with emotion), to move, to impress, to fill with emotion	to intimidate, to frighten, to threaten	http://jisho.org/word/%E5%9C%A7%E5%80%92
22	待機	たいき	standing by, awaiting an opportunity, being on alert	quarantine		http://jisho.org/word/%E5%BE%85%E6%A9%9F
22	地価	ちか	the price of land			http://jisho.org/word/%E5%9C%B0%E4%BE%A1
22	年賀状	ねんがじょう	New Year's card			http://jisho.org/word/%E5%B9%B4%E8%B3%80%E7%8A%B6
22	失態	しったい	blunder, fault, error, mistake, failure, disgrace			http://jisho.org/word/%E5%A4%B1%E6%85%8B
22	経験者	けいけんしゃ	experienced person, person who has had a particular experience			http://jisho.org/word/%E7%B5%8C%E9%A8%93%E8%80%85
22	市営	しえい	(under) municipal management (transport, housing, etc.), city facility management			http://jisho.org/word/%E5%B8%82%E5%96%B6
22	大嫌い	だいきらい	hating, strongly disliking			http://jisho.org/word/%E5%A4%A7%E5%AB%8C%E3%81%84
22	各	かく	each, every, all			http://jisho.org/word/%E5%90%84
22	不機嫌	ふきげん	pout, displeasure, ill humor, ill humour, sullenness			http://jisho.org/word/%E4%B8%8D%E6%A9%9F%E5%AB%8C
22	寝不足	ねぶそく	lack of sleep, insufficient sleep			http://jisho.org/word/%E5%AF%9D%E4%B8%8D%E8%B6%B3
22	副業	ふくぎょう	side job, sideline, subsidiary business			http://jisho.org/word/%E5%89%AF%E6%A5%AD
22	嫌味	いやみ	disagreeableness, unpleasantness, nastiness, offensiveness, tastelessness	cutting remark, disagreeable remark, snide comment, sarcastic comment	Sarcasm	http://jisho.org/word/%E5%AB%8C%E5%91%B3
22	宮	みや	shrine	palace, imperial residence	Imperial prince, Imperial princess	http://jisho.org/word/%E5%AE%AE
22	藤	ふじ	wisteria (esp. Japanese wisteria, Wisteria floribunda), wistaria	Fuji	Fuji	http://jisho.org/word/%E8%97%A4
22	値札	ねふだ	price tag, price label			http://jisho.org/word/%E5%80%A4%E6%9C%AD
22	脱字	だつじ	omitted character, omitted letter			http://jisho.org/word/%E8%84%B1%E5%AD%97
22	受領書	じゅりょうしょ	receipt			http://jisho.org/word/%E5%8F%97%E9%A0%98%E6%9B%B8
22	罰	ばつ	punishment, penalty			http://jisho.org/word/%E7%BD%B0
22	変態	へんたい	transformation	abnormality	sexual perversion, pervert	http://jisho.org/word/%E5%A4%89%E6%85%8B
22	坊主	ぼうず	Buddhist priest, bonze	close-cropped hair, crew cut, person with a shorn head	boy, sonny, lad	http://jisho.org/word/%E5%9D%8A%E4%B8%BB
22	公営	こうえい	public management			http://jisho.org/word/%E5%85%AC%E5%96%B6
22	副題	ふくだい	subtitle, subheading			http://jisho.org/word/%E5%89%AF%E9%A1%8C
22	公示	こうじ	public announcement, official notice, edict			http://jisho.org/word/%E5%85%AC%E7%A4%BA
22	県営	けんえい	(under) prefectural management			http://jisho.org/word/%E7%9C%8C%E5%96%B6
22	嫌悪感	けんおかん	unpleasant feelings (e.g. hatred, disgust, revulsion, fear)			http://jisho.org/word/%E5%AB%8C%E6%82%AA%E6%84%9F
22	私営	しえい	privately operated, private management			http://jisho.org/word/%E7%A7%81%E5%96%B6
22	官営	かんえい	government management			http://jisho.org/word/%E5%AE%98%E5%96%B6
22	社費	しゃひ	company expenses, at company expense			http://jisho.org/word/%E7%A4%BE%E8%B2%BB
22	罰ゲーム	ばつゲーム	batsu game, punishment given to the loser of a game or contest	Batsu game		http://jisho.org/word/%E7%BD%B0%E3%82%B2%E3%83%BC%E3%83%A0
23	弁護士	べんごし	lawyer, attorney	Lawyer		http://jisho.org/word/%E5%BC%81%E8%AD%B7%E5%A3%AB
23	委員会	いいんかい	committee, commission, board, panel, committee meeting	Committee		http://jisho.org/word/%E5%A7%94%E5%93%A1%E4%BC%9A
23	領収書	りょうしゅうしょ	simplified receipt with a blank line to be filled out with the customer's name (used specifically for claiming expenses), hand-written receipt	Receipt		http://jisho.org/word/%E9%A0%98%E5%8F%8E%E6%9B%B8
23	皮革	ひかく	leather, hide	Leather		http://jisho.org/word/%E7%9A%AE%E9%9D%A9
23	経済学	けいざいがく	economics	Economics		http://jisho.org/word/%E7%B5%8C%E6%B8%88%E5%AD%A6
23	吸血鬼	きゅうけつき	vampire, bloodsucker	Vampire		http://jisho.org/word/%E5%90%B8%E8%A1%80%E9%AC%BC
23	乳首	ちくび	nipple, teat	Nipple		http://jisho.org/word/%E4%B9%B3%E9%A6%96
23	台詞	せりふ	(spoken) line (in a play, film, comic, etc.), one's lines	comment, remark, phrase, words	stock phrase, set phrase, cliché, platitude	http://jisho.org/word/%E5%8F%B0%E8%A9%9E
23	経済的	けいざいてき	economic, financial	economical, thrifty, frugal		http://jisho.org/word/%E7%B5%8C%E6%B8%88%E7%9A%84
23	職場	しょくば	one's post, place of work, workplace			http://jisho.org/word/%E8%81%B7%E5%A0%B4
23	自宅	じたく	one's home, one's house			http://jisho.org/word/%E8%87%AA%E5%AE%85
23	責任感	せきにんかん	sense of responsibility			http://jisho.org/word/%E8%B2%AC%E4%BB%BB%E6%84%9F
23	男優	だんゆう	(male) actor			http://jisho.org/word/%E7%94%B7%E5%84%AA
23	求職	きゅうしょく	job hunting, seeking employment			http://jisho.org/word/%E6%B1%82%E8%81%B7
23	１割	いちわり	ten percent			http://jisho.org/word/%EF%BC%91%E5%89%B2
23	秀でる	ひいでる	to excel, to surpass, to be superior, to be better (than others at something)	to be conspicuous (esp. forehead and eyebrows), to be prominent, to stand out		http://jisho.org/word/%E7%A7%80%E3%81%A7%E3%82%8B
23	各駅停車	かくえきていしゃ	train that stops at every station, local train			http://jisho.org/word/%E5%90%84%E9%A7%85%E5%81%9C%E8%BB%8A
23	保守主義	ほしゅしゅぎ	conservatism			http://jisho.org/word/%E4%BF%9D%E5%AE%88%E4%B8%BB%E7%BE%A9
23	バス停	バスてい	bus stop			http://jisho.org/word/%E3%83%90%E3%82%B9%E5%81%9C
23	川崎	かわさき	Kawasaki (city)	Kawasaki		http://jisho.org/word/%E5%B7%9D%E5%B4%8E
23	総理府	そうりふ	Prime Minister's office, PMO	Sourifu		http://jisho.org/word/%E7%B7%8F%E7%90%86%E5%BA%9C
23	沢	さわ	mountain stream, valley, dale	wetlands, swamp, marsh		http://jisho.org/word/%E6%B2%A2
23	無職	むしょく	without an occupation, unemployed, jobless			http://jisho.org/word/%E7%84%A1%E8%81%B7
23	反則	はんそく	foul, breaking the rules	violation (of the law, regulations, etc.), infringement, breach, infraction		http://jisho.org/word/%E5%8F%8D%E5%89%87
23	長崎	ながさき	Nagasaki (city, prefecture)			http://jisho.org/word/%E9%95%B7%E5%B4%8E
23	有職	ゆうしょく	holding a job, being employed, gainful employment	being learned, being knowledgeable	having great artistic talent, being a skilled performer	http://jisho.org/word/%E6%9C%89%E8%81%B7
23	不文律	ふぶんりつ	unwritten law, common law	unwritten rule		http://jisho.org/word/%E4%B8%8D%E6%96%87%E5%BE%8B
23	楽天主義	らくてんしゅぎ	optimism	Optimism		http://jisho.org/word/%E6%A5%BD%E5%A4%A9%E4%B8%BB%E7%BE%A9
23	律動	りつどう	rhythm			http://jisho.org/word/%E5%BE%8B%E5%8B%95
24	腕時計	うでどけい	wristwatch, watch	Watch		http://jisho.org/word/%E8%85%95%E6%99%82%E8%A8%88
24	価値観	かちかん	sense of values, values, value system	Value (personal and cultural)		http://jisho.org/word/%E4%BE%A1%E5%80%A4%E8%A6%B3
24	自動販売機	じどうはんばいき	vending machine	Vending machine		http://jisho.org/word/%E8%87%AA%E5%8B%95%E8%B2%A9%E5%A3%B2%E6%A9%9F
24	多額	たがく	large (amount of money), huge, hefty, expensive			http://jisho.org/word/%E5%A4%9A%E9%A1%8D
24	大量	たいりょう	large quantity, massive (quantity), mass (e.g. mass production, mass transit, mass destruction)			http://jisho.org/word/%E5%A4%A7%E9%87%8F
24	伝統的	でんとうてき	traditional, customary, conventional			http://jisho.org/word/%E4%BC%9D%E7%B5%B1%E7%9A%84
24	典型的	てんけいてき	typical, representative, archetypal, quintessential, stereotypical, model			http://jisho.org/word/%E5%85%B8%E5%9E%8B%E7%9A%84
24	両腕	りょううで	both arms			http://jisho.org/word/%E4%B8%A1%E8%85%95
24	木製	もくせい	wooden, made of wood			http://jisho.org/word/%E6%9C%A8%E8%A3%BD
24	全額	ぜんがく	total, full amount, sum			http://jisho.org/word/%E5%85%A8%E9%A1%8D
24	展示会	てんじかい	exhibition			http://jisho.org/word/%E5%B1%95%E7%A4%BA%E4%BC%9A
24	左腕	さわん	left arm	left-handed (baseball pitcher)		http://jisho.org/word/%E5%B7%A6%E8%85%95
24	特質	とくしつ	characteristic, feature, special quality			http://jisho.org/word/%E7%89%B9%E8%B3%AA
24	法規	ほうき	laws and regulations, legislation			http://jisho.org/word/%E6%B3%95%E8%A6%8F
24	半額	はんがく	half the amount (of money), half price, half fare			http://jisho.org/word/%E5%8D%8A%E9%A1%8D
24	高値	たかね	high price			http://jisho.org/word/%E9%AB%98%E5%80%A4
24	月額	げつがく	monthly amount (sum)			http://jisho.org/word/%E6%9C%88%E9%A1%8D
24	通販	つうはん	online shopping, e-commerce, mail order			http://jisho.org/word/%E9%80%9A%E8%B2%A9
24	都庁	とちょう	Tokyo Government Office			http://jisho.org/word/%E9%83%BD%E5%BA%81
24	年額	ねんがく	yearly amount			http://jisho.org/word/%E5%B9%B4%E9%A1%8D
24	主観的	しゅかんてき	subjective			http://jisho.org/word/%E4%B8%BB%E8%A6%B3%E7%9A%84
24	供える	そなえる	to offer, to sacrifice, to dedicate			http://jisho.org/word/%E4%BE%9B%E3%81%88%E3%82%8B
24	観光客	かんこうきゃく	tourist			http://jisho.org/word/%E8%A6%B3%E5%85%89%E5%AE%A2
24	残額	ざんがく	remaining amount, balance (of an account)			http://jisho.org/word/%E6%AE%8B%E9%A1%8D
24	警察庁	けいさつちょう	National Police Agency	Keisatsuchou	National Police Agency (Japan)	http://jisho.org/word/%E8%AD%A6%E5%AF%9F%E5%BA%81
24	警視庁	けいしちょう	Metropolitan Police Department	Keishichou	Tokyo Metropolitan Police Department	http://jisho.org/word/%E8%AD%A6%E8%A6%96%E5%BA%81
24	層	そう	layer, stratum, seam, bed	class, stratum, bracket, group	sheaf	http://jisho.org/word/%E5%B1%A4
24	副大統領	ふくだいとうりょう	vice president (of a country)			http://jisho.org/word/%E5%89%AF%E5%A4%A7%E7%B5%B1%E9%A0%98
24	自家製	じかせい	homemade	made in-house, housemade, made on the premises		http://jisho.org/word/%E8%87%AA%E5%AE%B6%E8%A3%BD
24	上述	じょうじゅつ	above-mentioned, above-stated, aforementioned, aforesaid			http://jisho.org/word/%E4%B8%8A%E8%BF%B0
